relative_market_quantile,market_gini_quantile,relative_log_market,market_gini,estimate,std_error,ci_low,ci_high
0.1,0.1,-0.8098028900584563,0.18812619483730186,-0.10497570867912145,0.06627493446049508,-0.2348745802216918,0.024923162863448894
0.1,0.5,-0.8098028900584563,0.33968810653237713,-0.051317195495998225,0.03488026133739371,-0.1196825077172899,0.017048116725293452
0.1,0.9,-0.8098028900584563,0.4822158489392372,-0.0008571118287651336,0.05735218170512035,-0.11326738797080102,0.11155316431327075
0.5,0.1,-0.09029094712865415,0.18812619483730186,0.002599109826267522,0.03716471471402733,-0.07024373101322604,0.07544195066576109
0.5,0.5,-0.09029094712865415,0.33968810653237713,0.004772276036858073,0.023300316934027787,-0.04089634515383639,0.05044089722755253
0.5,0.9,-0.09029094712865415,0.4822158489392372,0.0068159060650507496,0.04010986787337029,-0.07179943496675502,0.08543124709685652
0.9,0.1,0.9904845034533176,0.18812619483730186,0.16418673055152724,0.06642232674301494,0.033998970135217965,0.2943744909678365
0.9,0.5,0.9904845034533176,0.33968810653237713,0.08902400314785858,0.040929513052772884,0.008802157564423721,0.16924584873129345
0.9,0.9,0.9904845034533176,0.4822158489392372,0.01834150957031666,0.06125620302578998,-0.1017206483602317,0.13840366750086502
