term,estimate,std_error,ci_low,ci_high,p_value,nobs,r_squared,value_source,period,timing,covariance
opponent_elo_100,-0.4045381714077828,0.009349335479601041,-0.42410655545932086,-0.38496978735624476,1.8964354301546456e-20,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
opponent_start_elo_100,-0.04240988098247646,0.01395194938913068,-0.07161164665981429,-0.013208115305138636,0.006741270050471932,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
is_home,0.505031929354451,0.028545124532900437,0.4452862970710096,0.5647775616378923,2.920679493342616e-13,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
rest_days_capped,0.00011402034882893841,0.00023874398483946055,-0.0003856765542853451,0.000613717251943222,0.6383942798439759,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
season_progress,-0.0057492094507477255,0.016487003348097513,-0.04025690404342615,0.028758485141930693,0.7311402403053566,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
phase_middle,0.0055680828728756175,0.006758560072859606,-0.008577745932783109,0.019713911678534344,0.4202430957844351,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
phase_late,0.006001616640847385,0.010029024298839898,-0.014989372458869945,0.026992605740564717,0.5566239982058794,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_shock_early,-0.035912585036916564,0.059239091884113484,-0.15990142931167012,0.08807625923783698,0.5515361564280238,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_resource_early,-0.03420260433428419,0.05348401545093241,-0.14614593519943136,0.077740726530863,0.5301384978601462,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_gini_early,-0.08786400270723449,0.03933523490074323,-0.1701935955402913,-0.005534409874177693,0.037719534286897,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_resource_gini_early,0.00206182090389884,0.051248710463788066,-0.10520296285421638,0.10932660466201405,0.968328182946468,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_shock_middle,-0.08060357774481519,0.11790914591027021,-0.32739025636974983,0.16618310088011942,0.5024754920464728,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_resource_middle,0.04336437089679425,0.1397443805585882,-0.2491239790807197,0.3358527208743082,0.7597018001945245,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_gini_middle,-0.017285695073459846,0.14217057322272814,-0.3148521246576476,0.28028073451072794,0.9045050231111955,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_resource_gini_middle,-0.03399703711078102,0.14893177847142192,-0.3457148319172766,0.2777207576957146,0.8218731188060586,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_shock_late,-0.4230009533428083,0.21653123973973534,-0.8762060466489267,0.03020413996331006,0.06564106663024483,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_resource_late,-0.24331008278068822,0.18923335795871296,-0.6393800528847324,0.152759887323356,0.2139745443468746,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_gini_late,-0.3171495955394875,0.16608690017778,-0.6647734727336927,0.030474281654717605,0.07140972901935819,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
past_resource_gini_late,-0.08213836827839308,0.17324599828373968,-0.4447464100162408,0.2804696734594546,0.6408215464284819,160382,0.1060630285872236,preceding_season,full,past,league_small_sample_t
own_elo_100,-1.0151504189767309,0.03705401158688933,-1.0877749471697638,-0.942525890783698,3.0184957754225523e-165,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
opponent_elo_100,-0.4116307915087275,0.014258546554282993,-0.43957702922700986,-0.38368455379044514,2.9214832855953e-183,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
opponent_start_elo_100,-0.036548264295120717,0.019757661578311946,-0.07527256940734293,0.0021760408171015017,0.06433842636166714,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
is_home,0.41421875456285756,0.014673242280033836,0.38545972815756085,0.44297778096815427,2.5389665138090186e-175,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
rest_days_capped,-0.0005835151824593846,0.0008019276838317897,-0.0021552645609753157,0.0009882341960565466,0.46683358894762295,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
season_progress,-0.023781343857993548,0.0376851416405234,-0.0976428642257101,0.050080176509723004,0.5280054861254434,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
phase_middle,0.00359242457653513,0.012427136288127166,-0.02076431497916489,0.02794916413223515,0.7725208960120756,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
phase_late,0.017197115753920692,0.019634622530648807,-0.021286037256189664,0.05568026876403105,0.3811079397765669,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_shock_early,-0.09028550340405553,0.09141456701670363,-0.2694547624191178,0.08888375561100673,0.3233245920178379,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_early,0.07220535083935697,0.09547417858767239,-0.1149206006460261,0.25933130232474005,0.4494804636282106,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_gini_early,-0.1787857009626327,0.0757843195866555,-0.32732023794535087,-0.030251163979914508,0.01831742120780606,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_gini_early,0.00010609213324591464,0.06567451258326233,-0.12861358723217084,0.12882577149866267,0.9987110793062138,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_shock_middle,-0.27870919524238813,0.2108882219180436,-0.692042514965444,0.13462412448066774,0.18630245586437888,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_middle,0.036194301394404896,0.2297563819135525,-0.4141199323743879,0.48650853516319764,0.8748244960993626,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_gini_middle,-0.03353265600942129,0.16812532663226976,-0.3630522410977028,0.2959869290788602,0.8419104743860149,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_gini_middle,0.051206345501335696,0.14687585386458082,-0.23666503827181085,0.3390777292744822,0.7273619056528198,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_shock_late,-0.8347197388547681,0.34773635987944307,-1.5162704803335356,-0.15316899737600076,0.016375443110490072,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_late,-0.012238441821638968,0.4119353352835111,-0.8196168629367526,0.7951399792934746,0.97629864053846,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_gini_late,-0.20215863866983017,0.2546902828007991,-0.7013424201717176,0.29702514283205717,0.4273450400386649,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_gini_late,-0.04396813784328006,0.2193356755299153,-0.47385816240667733,0.3859218867201172,0.841120452179962,49198,0.09779908352409517,preceding_season,holdout_2018_2024,past,team_season_and_fixture
own_elo_100,-1.0459597219895032,0.02092481853863177,-1.0869716127082574,-1.004947831270749,0.0,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
opponent_elo_100,-0.4035505469936825,0.008095381901143586,-0.4194172039610213,-0.3876838900263437,0.0,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
opponent_start_elo_100,-0.03014262716820005,0.011302342344839901,-0.05229481110502824,-0.007990443231371859,0.00765461767983877,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
is_home,0.5049802276759867,0.008086488043090064,0.4891310023501164,0.520829453001857,0.0,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
rest_days_capped,0.00015398365439857245,0.0004512874942340299,-0.0007305235809734535,0.0010384908897705983,0.7329457483534247,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
season_progress,-0.007514958452318349,0.02222935667822826,-0.05108369694114067,0.03605378003650397,0.7353145108267728,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
phase_middle,0.0028154039103524225,0.007502412234297638,-0.011889053866043624,0.01751986168674847,0.7074622847702877,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
phase_late,0.006010871094740414,0.011991084395060287,-0.01749122245515801,0.029512964644638838,0.6161752343395648,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_shock_early,0.6017792041843655,0.2180034035784714,0.17450038466341122,1.0290580237053197,0.0057728513922959265,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_resource_early,0.20490171858817505,0.22576082853840232,-0.2375813744670159,0.647384811643366,0.36408680700556517,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_gini_early,0.7617303561582802,0.20091872965019944,0.36793688222434945,1.155523830092211,0.00014989932472528553,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_resource_gini_early,0.3305603435712735,0.1801682008620478,-0.022562841277718515,0.6836835284202656,0.06654542483174557,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_shock_middle,-0.053764530631073004,0.140546287686209,-0.32923019265684794,0.22170113139470193,0.7020611091935669,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_resource_middle,0.22361439981646142,0.1428697399947703,-0.056405145053890104,0.503633944686813,0.11754474560019006,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_gini_middle,0.33783830336260684,0.1254652085441724,0.09193101330322187,0.5837455934219918,0.007087916927633126,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_resource_gini_middle,0.03659768047416464,0.10472419520391289,-0.1686579704354469,0.24185333138377618,0.7267385250578815,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_shock_late,-0.021448818382624982,0.05762964109729293,-0.1344008393752885,0.09150320261003853,0.7097560124466056,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_resource_late,0.01770531487461572,0.061664066087701204,-0.10315403379757634,0.1385646635468078,0.7740163634237831,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_gini_late,0.12943970986587477,0.05317308373924881,0.025222380790014723,0.23365703894173484,0.014920256904450903,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
future_resource_gini_late,0.027026847011789427,0.050661694563839385,-0.07226824972910441,0.12632194375268327,0.5937034530474041,160382,0.10629756181745398,preceding_season,full,future,team_season_and_fixture
own_elo_100,-1.0459597219895032,0.048531595864180384,-1.1475375195320554,-0.9443819244469508,8.149903236932939e-15,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
opponent_elo_100,-0.4035505469936825,0.009257541214123964,-0.4229268034395202,-0.38417429054784474,1.6491982951889502e-20,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
opponent_start_elo_100,-0.03014262716820005,0.013387468110756024,-0.05816291995163657,-0.0021223343847635336,0.036378102344632124,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
is_home,0.5049802276759867,0.028551007850214662,0.44522228146788695,0.5647381738840864,2.936908511143758e-13,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
rest_days_capped,0.00015398365439857245,0.0002484485039739402,-0.0003660250407006426,0.0006739923494977875,0.5427640590098989,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
season_progress,-0.007514958452318349,0.016534886950035174,-0.04212287457566401,0.027092957671027307,0.654625082512528,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
phase_middle,0.0028154039103524225,0.008009259580855296,-0.01394816905037792,0.019578976871082766,0.729067503772859,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
phase_late,0.006010871094740414,0.0108362699060014,-0.016669702478581377,0.028691444668062206,0.585571678476521,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_shock_early,0.6017792041843655,0.23497135437137207,0.10997850738818482,1.0935799009805462,0.01910461651435905,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_resource_early,0.20490171858817505,0.23764108121725996,-0.29248678071514855,0.7022902178914987,0.3993122312706378,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_gini_early,0.7617303561582802,0.1321219288045039,0.48519598105563155,1.038264731260929,1.482630524487061e-05,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_resource_gini_early,0.3305603435712735,0.15932187920435392,-0.0029041819969741756,0.6640248691395212,0.0518324048072965,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_shock_middle,-0.053764530631073004,0.11123891032060447,-0.28659024571826686,0.17906118445612082,0.6343879585526938,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_resource_middle,0.22361439981646142,0.11129870868281087,-0.009336474681244628,0.4565652743141675,0.05894556019875303,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_gini_middle,0.33783830336260684,0.11321974650215827,0.1008666504995786,0.574809956225635,0.007628445019862999,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_resource_gini_middle,0.03659768047416464,0.10939352370924758,-0.1923655960457762,0.2655609569941055,0.7416289007759297,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_shock_late,-0.021448818382624982,0.03538507753500193,-0.09551063683048709,0.05261300006523713,0.5515861203736377,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_resource_late,0.01770531487461572,0.05723780927956704,-0.1020947967691532,0.13750542651838463,0.760437892006839,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_gini_late,0.12943970986587477,0.04344243849507028,0.03851364111353918,0.22036577861821038,0.007702151110174497,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
future_resource_gini_late,0.027026847011789427,0.04435247338958663,-0.06580394666511981,0.11985764068869866,0.549500625183163,160382,0.10629756181745398,preceding_season,full,future,league_small_sample_t
own_elo_100,-1.0182509551605479,0.03713691396600782,-1.0910379690308858,-0.9454639412902099,1.6354337233622885e-165,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
opponent_elo_100,-0.4108262774550785,0.014267518836320733,-0.4387901005230139,-0.38286245438714306,2.512495981481491e-182,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
opponent_start_elo_100,-0.011810164196702111,0.0195144350971427,-0.0500577541657462,0.026437425772341976,0.5450451599922993,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
is_home,0.4142590780916853,0.01466901874151017,0.38550832966978227,0.4430098265135883,1.8668763165695713e-175,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
rest_days_capped,-0.0005877336848599041,0.000801899741265351,-0.00215942829695198,0.0009839609272321716,0.46360317252624705,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
season_progress,-0.02380932553816819,0.037786174478216736,-0.09786886662901956,0.050250215552683185,0.5286247100527498,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
phase_middle,0.00760763766320375,0.012953548618553827,-0.01778085110115032,0.03299612642755782,0.5570012790355697,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
phase_late,0.021116598395334633,0.02010790675971749,-0.018294174658201143,0.06052737144887041,0.2936427498858548,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_shock_early,0.8065936651776446,0.3685688396752546,0.08421201359042829,1.528975316764861,0.028636999900413098,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_early,-0.18859439781474446,0.38793851501622784,-0.948939915462502,0.571751119833013,0.6268643115355248,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_gini_early,0.9116309976310577,0.30316084149569295,0.31744666677664357,1.5058153284854718,0.0026376434241911165,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_gini_early,0.26017344855851277,0.2698573768226553,-0.2687372909763456,0.7890841880933711,0.33498845204268257,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_shock_middle,0.2517871633485944,0.21852886867866278,-0.17652154884386773,0.6800958755410565,0.24924228007310467,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_middle,0.2808565474559248,0.23331784704898478,-0.1764380297105103,0.73815112462236,0.2286859071082551,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_gini_middle,0.04614245210020729,0.16550169528112257,-0.27823491003111556,0.37051981423153013,0.7803956273857813,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_gini_middle,-0.07115085492751534,0.1422452288107823,-0.3499463803693079,0.20764467051427726,0.6169352904770131,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_shock_late,0.03763832447613654,0.09564460282072129,-0.14982165236811526,0.22509830132038836,0.6939334449524166,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_late,0.0198271018138787,0.11084383339576483,-0.19742281955017843,0.23707702317793583,0.8580364829413986,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_gini_late,0.11010803738645789,0.07517474567119395,-0.03723175667604059,0.25744783144895633,0.14300428305083412,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_gini_late,0.045763391564842035,0.07194077845639735,-0.09523794322947178,0.18676472635915586,0.5246943734369143,49198,0.09797528407035772,preceding_season,holdout_2018_2024,future,team_season_and_fixture
own_elo_100,-1.0318249972807045,0.01897378316777505,-1.0690129289400159,-0.9946370656213932,0.0,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
opponent_elo_100,-0.4071334437025421,0.007414903699310063,-0.42166638790202265,-0.3926004995030616,0.0,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
opponent_start_elo_100,-0.03353974742686807,0.010624348816019787,-0.05436308846545762,-0.012716406388278523,0.0015946936898724776,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
is_home,0.5143406842435925,0.0076503462248103,0.49934628117370233,0.5293350873134827,0.0,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
rest_days_capped,-5.0363171669525375e-05,0.00037789458160652773,-0.000791022941571152,0.0006902965982321013,0.8939774232708648,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
season_progress,0.00177012460829444,0.017991920680814864,-0.03349339193880406,0.03703364115539294,0.9216270488982022,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
phase_middle,0.0007444304769223765,0.005703233694108301,-0.010433702158945221,0.011922563112789972,0.8961488707832652,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
phase_late,-0.00214954539293539,0.009457378085776907,-0.020685665829236484,0.016386575043365707,0.8202000631522663,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_shock_early,-0.024487526118317414,0.05387327442169747,-0.13007720371408735,0.08110215147745253,0.6494406365922405,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_resource_early,-0.07120297424374653,0.0613829270329272,-0.19151130049393392,0.04910535200644087,0.24605690564579663,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_gini_early,-0.10659218279962811,0.04783319278790422,-0.20034351792948144,-0.01284084766977478,0.025852883696832224,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_resource_gini_early,0.03447277839587674,0.04508552210843738,-0.05389322116084489,0.12283877795259837,0.4445046405417761,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_shock_middle,-0.039928467145130236,0.13236173935242135,-0.299352709206954,0.21949577491669356,0.7629099687567407,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_resource_middle,-0.01172758068089183,0.15044803228080242,-0.306600305496184,0.2831451441344004,0.9378669983213791,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_gini_middle,-0.0346698111749815,0.11402737109702957,-0.258159351776943,0.18881972942697997,0.7610912084959341,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_resource_gini_middle,0.014339957293489813,0.10740833531112097,-0.19617651155570903,0.22485642614268864,0.8937910100693319,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_shock_late,-0.25182721716719775,0.21029513098086403,-0.6639981000138246,0.1603436656794291,0.23111395441385985,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_resource_late,-0.3251811697420944,0.23015541286537408,-0.7762774898051742,0.12591515032098544,0.15769204556511807,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_gini_late,-0.495000478683231,0.17515678937121415,-0.8383014774984789,-0.1516994798679831,0.0047127054690938005,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
past_resource_gini_late,-0.012410570487453053,0.1451257992141278,-0.2968519101747348,0.2720307691998287,0.9318512162117154,187892,0.1042625415114361,same_season,full,past,team_season_and_fixture
own_elo_100,-1.0318249972807045,0.04090839454406913,-1.1174472510886668,-0.9462027434727422,4.521606329450882e-16,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
opponent_elo_100,-0.4071334437025421,0.009341705687898808,-0.42668585841651724,-0.387581028988567,1.655764328227947e-20,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
opponent_start_elo_100,-0.03353974742686807,0.013267933429793597,-0.0613098512477142,-0.005769643606021939,0.02049735001351254,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
is_home,0.5143406842435925,0.02875707540011201,0.4541514336967246,0.5745299347904603,2.402459513126266e-13,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
rest_days_capped,-5.0363171669525375e-05,0.0002450987693928101,-0.0005633607917145519,0.0004626344483755012,0.839381761906802,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
season_progress,0.00177012460829444,0.011882574208942951,-0.02310038903931494,0.02664063825590382,0.8831485784509842,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
phase_middle,0.0007444304769223765,0.005620286691243895,-0.011018964760521978,0.012507825714366733,0.8960177387249134,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
phase_late,-0.00214954539293539,0.008255925209168331,-0.019429395447120655,0.015130304661249873,0.7973838263077629,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_shock_early,-0.024487526118317414,0.05677279418828009,-0.14331434999035986,0.09433929775372504,0.6710863500886319,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_resource_early,-0.07120297424374653,0.04794034488308223,-0.1715432692606679,0.029137320773174852,0.15388337071071087,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_gini_early,-0.10659218279962811,0.04323471283929613,-0.19708347675771065,-0.016100888841545563,0.023380082102220444,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_resource_gini_early,0.03447277839587674,0.04140567915523493,-0.05219030406514267,0.12113586085689615,0.4154348800331811,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_shock_middle,-0.039928467145130236,0.1006044425574941,-0.2504959853983043,0.17063905110804387,0.6958744543899567,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_resource_middle,-0.01172758068089183,0.14085089483392563,-0.30653189165323314,0.28307673029144953,0.9345138870298386,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_gini_middle,-0.0346698111749815,0.11808001017912029,-0.28181411282465824,0.21247449047469522,0.7722368953532488,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_resource_gini_middle,0.014339957293489813,0.11940582012078928,-0.23557929645567377,0.2642592110426534,0.9056692856607585,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_shock_late,-0.25182721716719775,0.22949017231438196,-0.7321556680715069,0.2285012337371114,0.2862086844904405,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_resource_late,-0.3251811697420944,0.17057918365684194,-0.6822075043171972,0.03184516483300848,0.07184696655983948,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
past_gini_late,-0.495000478683231,0.18883724363194834,-0.8902413719730611,-0.0997595853934009,0.016802661928231127,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
