term,estimate,std_error,ci_low,ci_high,p_value,nobs,r_squared,value_source,period,timing,covariance
past_resource_gini_late,-0.012410570487453053,0.11799562511342748,-0.25937825216480187,0.23455711118989578,0.9173368291968523,187892,0.1042625415114361,same_season,full,past,league_small_sample_t
own_elo_100,-1.0361880586726513,0.03538215048593741,-1.105535799320665,-0.9668403180246377,1.581393101870215e-188,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
opponent_elo_100,-0.41783818154067637,0.013672550938097971,-0.4446358889561377,-0.39104047412521503,4.117925421948903e-205,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
opponent_start_elo_100,-0.023533846483804473,0.019097083087953506,-0.0609634415459623,0.013895748578353358,0.21782704833177668,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
is_home,0.41978497389396785,0.014308110940865542,0.3917415917630679,0.4478283560248678,3.305796031781472e-189,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
rest_days_capped,-0.0003792733186935552,0.0006892458600423973,-0.0017301703808699886,0.0009716237434828784,0.5821322083968955,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
season_progress,0.008206815538693728,0.031855458087147626,-0.05422873502314082,0.07064236610052828,0.7966950458503783,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
phase_middle,-0.004892044327213784,0.010215115600361353,-0.024913303001835287,0.01512921434740772,0.6320079973534609,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
phase_late,-7.270750894747963e-05,0.016544520782668447,-0.032499372384452066,0.03235395736655711,0.9964935815987388,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_shock_early,-0.08835936792777087,0.09045799148341728,-0.2656537733490997,0.08893503749355793,0.3286681659573367,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_early,-0.0032515214733411894,0.09589832941347254,-0.19120879330130547,0.1847057503546231,0.9729521691993548,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_gini_early,-0.14438061174158637,0.0733316380526514,-0.28810798125211007,-0.0006532422310626673,0.04896778713622582,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_gini_early,0.03359046815730713,0.06327511063733329,-0.09042646980965338,0.15760740612426766,0.5955131376304212,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_shock_middle,-0.30376589785213876,0.20661547506926234,-0.7087247876365264,0.10119299193224884,0.14150782220590033,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_middle,-0.04152091872792807,0.2388767659227348,-0.5097107766798932,0.42666893922403704,0.8620090339624654,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_gini_middle,0.004358714605372356,0.16316086935218976,-0.3154307130111647,0.3241481422219094,0.978687674945909,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_gini_middle,0.12059172449138592,0.15221184182068456,-0.17773800349766342,0.4189214524804352,0.42820767017515726,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_shock_late,-0.8896756603819114,0.3451468581122414,-1.5661510716590605,-0.2132002491047621,0.009946814087985768,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_late,0.17786524265621423,0.3928630657779259,-0.5921322171245107,0.9478627024369393,0.6507352060919172,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_gini_late,-0.22677649589285648,0.24967558192044956,-0.7161316442760175,0.26257865249030454,0.3637278559223225,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
past_resource_gini_late,-0.10481675767391899,0.20996005480057808,-0.5163309032751081,0.3066973879272701,0.6176227319096368,53936,0.09758279225162292,same_season,holdout_2018_2024,past,team_season_and_fixture
own_elo_100,-1.0362089971592001,0.019033640555298,-1.0735142471422652,-0.9989037471761351,0.0,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
opponent_elo_100,-0.4056073396866254,0.007417960786805752,-0.4201462756674951,-0.3910684037057557,0.0,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
opponent_start_elo_100,-0.023886852335073025,0.010586305621041162,-0.04463563008164763,-0.0031380745884984178,0.02404610981527296,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
is_home,0.514285489118784,0.007648915030499291,0.49929389113819833,0.5292770870993697,0.0,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
rest_days_capped,-2.0486523053707558e-05,0.00037815714776348277,-0.0007616609131665252,0.0007206878670591101,0.9567960343916398,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
season_progress,0.0002858775078603934,0.018032732084986604,-0.03505762792157322,0.035629382937294014,0.9873514620725592,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
phase_middle,-0.004988375141208129,0.006140424012853586,-0.01702338505620607,0.007046634773789812,0.41657198562435005,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
phase_late,-0.004714580796579941,0.009532754730561097,-0.023398436741933516,0.013969275148773636,0.6209061798192305,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_shock_early,0.29315931421787567,0.2156989373233547,-0.12960283443946202,0.7159214628752133,0.17411066001049358,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_resource_early,0.5733115121844704,0.23672960827615144,0.10933000588893849,1.0372930184800024,0.015443893095937484,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_gini_early,1.106403812238585,0.18616112843766977,0.741534705179417,1.4712729192977532,2.794103354054564e-09,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_resource_gini_early,0.0001793916587310984,0.16965707176449826,-0.3323423587222128,0.332701142039675,0.9991563345596033,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_shock_middle,-0.16859519633660727,0.13728963999480312,-0.43767794617689115,0.10048755350367664,0.21943734767062772,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_resource_middle,0.08085453182415574,0.1496600800651082,-0.2124738350268372,0.3741828986751487,0.5890215316759541,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_gini_middle,0.49144334542688,0.11656333618581974,0.2629834045848389,0.7199032862689212,2.4855729891108604e-05,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_resource_gini_middle,0.12208824031993101,0.10159250570236428,-0.07702941195588303,0.32120589259574506,0.2294625138883769,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_shock_late,-0.0389683199275244,0.05574553528378855,-0.14822756138265678,0.07029092152760796,0.48452747123837137,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_resource_late,-0.041047755473129235,0.06279900839636626,-0.16413155019483555,0.0820360392485771,0.5133457003578497,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_gini_late,0.16236079144832294,0.04835612803329275,0.06758452207126148,0.2571370608253844,0.0007862079289912547,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
future_resource_gini_late,0.0636457513226302,0.04600147690326465,-0.026515486643419656,0.15380698928868006,0.16649357016908706,187892,0.10454397996652032,same_season,full,future,team_season_and_fixture
own_elo_100,-1.0362089971592001,0.041504941376397514,-1.1230798378368068,-0.9493381564815935,5.46274721271724e-16,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
opponent_elo_100,-0.4056073396866254,0.009158624609724414,-0.42477656130007446,-0.3864381180731763,1.2243149685907886e-20,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
opponent_start_elo_100,-0.023886852335073025,0.012130106510271972,-0.049275457043607085,0.0015017523734610384,0.0636865997287027,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
is_home,0.514285489118784,0.02876179291732171,0.45408636469491914,0.5744846135426489,2.41421280617825e-13,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
rest_days_capped,-2.0486523053707558e-05,0.0002457627295537907,-0.0005348738276868352,0.0004939007815794201,0.9344381191196207,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
season_progress,0.0002858775078603934,0.012013874307120621,-0.02485945040358102,0.025431205419301807,0.9812637767177249,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
phase_middle,-0.004988375141208129,0.005566651938371708,-0.016639511550738752,0.006662761268322495,0.3814035138400458,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
phase_late,-0.004714580796579941,0.008104295547706974,-0.021677066321964797,0.012247904728804916,0.5675816015597019,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_shock_early,0.29315931421787567,0.23177359118749472,-0.19194838731414837,0.7782670157498996,0.22121884528409022,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_resource_early,0.5733115121844704,0.21195330560868975,0.12968814513412724,1.0169348792348136,0.01404018822469383,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_gini_early,1.106403812238585,0.1792924737927689,0.7311403518159485,1.4816672726612217,6.258196966928324e-06,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_resource_gini_early,0.0001793916587310984,0.09584288663221072,-0.20042207550641447,0.20078085882387667,0.9985260919763174,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_shock_middle,-0.16859519633660727,0.11043652133439015,-0.39974149197466224,0.0625510993014477,0.14332965754377883,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_resource_middle,0.08085453182415574,0.1419936573751043,-0.2163416086353493,0.3780506722836608,0.5757396533333824,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_gini_middle,0.49144334542688,0.10189659340794269,0.27817132436179287,0.7047153664919672,0.00011820309942852389,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_resource_gini_middle,0.12208824031993101,0.10092430610130404,-0.0891487600245656,0.3333252406644276,0.24123046899740594,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_shock_late,-0.0389683199275244,0.03702455160345813,-0.11646159703724399,0.038524957182195195,0.30577262108993297,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_resource_late,-0.041047755473129235,0.04840396826943035,-0.14235842538986349,0.060262914443605,0.40698108307397324,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_gini_late,0.16236079144832294,0.04534140256863476,0.06746014521155971,0.25726143768508614,0.0019934135185216075,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
future_resource_gini_late,0.0636457513226302,0.028652664046336596,0.0036750362507676007,0.12361646639449281,0.03868180327195802,187892,0.10454397996652032,same_season,full,future,league_small_sample_t
own_elo_100,-1.03824391538569,0.035481729084920526,-1.1077868265013415,-0.9687010042700384,3.218638957384751e-188,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
opponent_elo_100,-0.4166510408592981,0.013680006507358384,-0.4434633609219941,-0.3898387207966021,9.69680720167037e-204,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
opponent_start_elo_100,0.0013800483069291661,0.018834756062087742,-0.03553539523236027,0.038295491846218596,0.9415901769744579,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
is_home,0.41981018287666766,0.014306998163278755,0.3917689817497606,0.4478513840035747,2.935525599292045e-189,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
rest_days_capped,-0.0003765832191740163,0.0006899287264947579,-0.0017288186750033271,0.0009756522366552947,0.5851833749511838,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
season_progress,0.008531210539380746,0.031954681611850715,-0.05409881455729097,0.07116123563605246,0.7894857733994498,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
phase_middle,-0.0064352222818768534,0.010794169631013883,-0.027591406001680068,0.014720961437926363,0.5510578173242853,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
phase_late,-0.003288450309242994,0.016654520432903604,-0.03593071053752049,0.0293538099190345,0.843474688854424,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_shock_early,0.746863239273064,0.3659126039401797,0.029687714061042647,1.4640387644850854,0.041241153635697365,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_early,0.17242506751581055,0.3877147018930585,-0.5874817844712676,0.9323319195028887,0.6565210230053249,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_gini_early,0.872271030636516,0.28626624591449407,0.31119949865462126,1.4333425626184106,0.0023108995641338173,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_gini_early,-0.007268140773718845,0.24473201599428182,-0.48693407798639166,0.47239779643895397,0.9763076157731589,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_shock_middle,0.19644714039657798,0.21573116954242694,-0.22637818224928305,0.619272463042439,0.362500459636808,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_middle,0.047116223200356924,0.23546418045099457,-0.4143850901328327,0.5086175365335466,0.841402902489794,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_gini_middle,0.1817224812610494,0.15937688517423731,-0.13065047364863142,0.4940954361707302,0.2542004870236101,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_gini_middle,0.05718250767947666,0.1316634625162056,-0.2008731369321257,0.315238152291079,0.6640647257564871,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_shock_late,0.04433202341015943,0.09411648590645416,-0.1401328993179623,0.22879694613828117,0.6376167694153355,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_late,-0.03744934552590552,0.10363100289265323,-0.240562378877272,0.16566368782546098,0.7178213567020563,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_gini_late,0.1088959048368928,0.07216018270063133,-0.03253545437417486,0.25032726404796046,0.1312768656933191,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
future_resource_gini_late,0.05853623975980225,0.06445089159041535,-0.06778518652890729,0.18485766604851178,0.36375666393113415,53936,0.09766794585787475,same_season,holdout_2018_2024,future,team_season_and_fixture
