term,estimate,std_error,ci_low,ci_high,p_value,nobs,r_squared
ssb_continuous,0.0061241868399168065,0.017362053253630057,-0.027904812234864566,0.04015318591469818,0.7242878523549988,5942,0.47271405929724286
ssb_continuous:relative_log_market,0.06187049778277702,0.03322331413366721,-0.0032460013662712617,0.1269869969318253,0.06256624379799003,5942,0.47271405929724286
