term,estimate,std_error,ci_low,ci_high,p_value,nobs,r_squared,excluded_league
ssb_continuous:relative_log_market:market_gini,-0.5958173374365914,0.31035592865468103,-1.2041037799882488,0.012469105115066048,0.05488478508058929,4824,0.3749352275068034,2bundesliga
ssb_continuous:relative_log_market:market_gini,-0.48039770676971294,0.307760773693129,-1.0835977390624278,0.12280232552300197,0.11853667795200507,4772,0.3611036652567555,bundesliga
ssb_continuous:relative_log_market:market_gini,-0.510713656035011,0.30980923062896965,-1.1179285901458549,0.09650127807583297,0.09925465126750552,4807,0.37143259515305505,campeonatobrasileiroseriea
ssb_continuous:relative_log_market:market_gini,-0.4878574555071,0.31155196820730147,-1.098488092505979,0.12277318149177885,0.11737336124268888,4888,0.374749457542382,campeonatobrasileiroserieb
ssb_continuous:relative_log_market:market_gini,-0.42369888919968857,0.31557768461304025,-1.0422197853657873,0.19482200696641028,0.1793971263790417,4923,0.37829349947695634,challengerproleague
ssb_continuous:relative_log_market:market_gini,-0.5020526235912075,0.3107128870275472,-1.1110386916976625,0.10693344451524756,0.10613565385040367,4700,0.3819359491637463,championship
ssb_continuous:relative_log_market:market_gini,-0.42357157020200564,0.3097087618726094,-1.030589589168812,0.18344644876480054,0.17142329371185405,4864,0.3760922689761067,j1league
ssb_continuous:relative_log_market:market_gini,-0.5147691772149786,0.3074458173930273,-1.1173519065027904,0.08781355207283303,0.09406357554658165,4831,0.3758323807661741,j2league
ssb_continuous:relative_log_market:market_gini,-0.47470486105673027,0.3047509227868131,-1.0720056939742308,0.12259597186077031,0.1193087785884332,4886,0.36302123484410154,jupilerproleague
ssb_continuous:relative_log_market:market_gini,-0.48292667187389415,0.33032291662221325,-1.1303476917216593,0.16449434797387097,0.14374571642534534,4727,0.346291046094385,laliga
ssb_continuous:relative_log_market:market_gini,-0.4186777100618706,0.31806829517909024,-1.0420801132369424,0.20472469311320118,0.18806871584525886,4808,0.3766757048130659,laliga2
ssb_continuous:relative_log_market:market_gini,-0.18999706486045964,0.3844512712821378,-0.9435077103840877,0.5635135806631684,0.6211626500109833,4783,0.3300157378246207,ligaportugal
ssb_continuous:relative_log_market:market_gini,-0.5354961342855892,0.3129261722843525,-1.1488201617828961,0.07782789321171779,0.08703425158448344,4844,0.3883251886454834,ligaportugal2
ssb_continuous:relative_log_market:market_gini,-0.5031080740179847,0.30949169856861664,-1.1097006567266,0.10348450869063042,0.10403589715048457,4725,0.3629152050607415,ligue1
ssb_continuous:relative_log_market:market_gini,-0.4497356957637034,0.319450911221328,-1.0758479765860085,0.17637658505860165,0.15917852259268328,4874,0.3751461952867624,ligue2
ssb_continuous:relative_log_market:market_gini,-0.3994276863406888,0.3062360167397579,-0.9996392499196194,0.20078387723824176,0.19212680826694195,4718,0.3533441065212817,premierleague
ssb_continuous:relative_log_market:market_gini,-0.5158883303377637,0.30511375359077486,-1.113900298563511,0.0821236378879836,0.09087375750624734,4999,0.3646750476426228,saudiproleague
ssb_continuous:relative_log_market:market_gini,-0.4345887518943288,0.30758020254299756,-1.037434871236139,0.16825736744748154,0.1576768269536294,4721,0.35272057727275574,seriea
ssb_continuous:relative_log_market:market_gini,-0.6159898821974171,0.3109832156255558,-1.2255057846199602,-0.006473979774873961,0.04761575280859982,4775,0.3765076485051313,serieb
ssb_continuous:relative_log_market:market_gini,-0.41169692070225045,0.3051698717211179,-1.0098188784423499,0.18642503703784902,0.1773130078126378,5013,0.3670691413650591,superlig
