value_source,covariance,team_match_rows,team_seasons,fixtures,leagues,past_shock_sd,future_shock_sd,past_future_shock_correlation,short_rest_rate,long_recovery_rate,short_rest_rows,long_recovery_rows,standardized_design_condition_number,maximum_absolute_target_correlation
preceding_season,team_season_and_fixture,160382,5078,87825,20,0.22188000760713716,0.2221645681186515,-0.16996077959068734,0.18907982192515368,0.5228516915863376,30325,83856,4.300131487449384,0.612493031034054
preceding_season,league_small_sample_t,160382,5078,87825,20,0.22188000760713716,0.2221645681186515,-0.16996077959068734,0.18907982192515368,0.5228516915863376,30325,83856,4.300131487449384,0.612493031034054
same_season,team_season_and_fixture,187892,5942,94418,20,0.21051668615988778,0.21079233334125422,-0.17082037813061707,0.1907744874715262,0.5247908372895067,35845,98604,4.31848519411345,0.6841589429701891
same_season,league_small_sample_t,187892,5942,94418,20,0.21051668615988778,0.21079233334125422,-0.17082037813061707,0.1907744874715262,0.5247908372895067,35845,98604,4.31848519411345,0.6841589429701891
