variable,excluded_n,excluded_mean,included_n,included_mean,standardized_mean_difference
points_per_game,866,1.3006638375665047,5078,1.3703230609107282,0.19081569243378596
ssb_continuous,864,0.0010265594966739626,5078,0.009814323091452803,0.0387889375992899
log_market_value,866,16.319208956339498,5078,17.410806271112214,0.9272159313727703
position_old,866,11.295612009237875,5078,10.23729814887751,-0.18018002531004504
