relative_market_quantile,market_gini_quantile,relative_log_market,market_gini,estimate,std_error,ci_low,ci_high
0.1,0.1,-0.7063040376633429,0.18588186934800488,-0.12311584346439171,0.05020716454532719,-0.221521885973233,-0.02470980095555042
0.1,0.5,-0.7063040376633429,0.3264270179899502,-0.0710889404738547,0.028444202076534444,-0.1268395765438622,-0.015338304403847189
0.1,0.9,-0.7063040376633429,0.4851807884031234,-0.01232158284908123,0.04056594248006677,-0.0918308301100121,0.06718766441184963
0.5,0.1,-0.08607771714534707,0.18588186934800488,-0.0016005247661501857,0.028785666811777643,-0.058020431717234366,0.054819382184934
0.5,0.5,-0.08607771714534707,0.3264270179899502,-0.00537509042061126,0.01720434345210162,-0.039095603586730435,0.028345422745507914
0.5,0.9,-0.08607771714534707,0.4851807884031234,-0.00963867785218002,0.03055438220416671,-0.06952526697234676,0.05024791126798673
0.9,0.1,0.836438095590646,0.18588186934800488,0.17913963294782562,0.06145763831371419,0.05868266185294581,0.29959660404270544
0.9,0.5,0.836438095590646,0.3264270179899502,0.09236675603835423,0.035964744962402276,0.021875855912045772,0.1628576561646627
0.9,0.9,0.836438095590646,0.4851807884031234,-0.005648163096787628,0.053641925505868555,-0.11078633708829,0.09949001089471474
